City,OtherName,Country,Latitude,Longitude,Certainty,year,pop
Huddersfield,,United Kingdom,53.649040000,-1.784160000,1,1900,95000
Hue,,Vietnam,16.466670000,107.600000000,1,1900,42000
Huizhou,Huichow,China,23.066700000,114.400000000,2,1900,30000
Hull,,United Kingdom,53.744600000,-0.335250000,1,1900,236000
Hyderabad,,India,17.384050000,78.456360000,1,1900,445000
Iasi,Jassy,Romania,47.166670000,27.600000000,1,1900,78000
Ibadan,,Nigeria,7.387780000,3.896390000,1,1900,204000
Imphal,,India,24.808050000,93.944200000,1,1900,67000
Indianapolis,Indiana,United States of America,39.768380000,-86.158040000,1,1900,169000
Indore,,India,22.717920000,75.833300000,1,1900,97000
Ipswich,,United Kingdom,52.059170000,1.155450000,3,1900,65000
Iquique,,Chile,-20.220360000,-70.139130000,1,1900,42000
Irkutsk,,Russian Federation,52.297780000,104.296390000,1,1900,49000
Iseyin,,Nigeria,7.966667000,3.600000000,1,1900,35000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,1900,900000
Ivano-Frankivs'k,"Ivano-Frankivsk, Stanislau",Ukraine,48.916667000,24.716667000,3,1900,30000
Ivanovo,,Russian Federation,56.996700000,40.981900000,1,1900,64000
Iwo,Osun,Nigeria,7.633330000,4.183330000,1,1900,60000
Izmail,Ismail,Romania,45.351667000,28.836389000,2,1900,33000
Jaffna,,Sri Lanka,9.668450000,80.007420000,1,1900,34000
Jaipur,Jeypore,India,26.919620000,75.787810000,1,1900,160000
Jakarta,Batavia,Indonesia,-6.214620000,106.845130000,1,1900,115000
Jalandhar,Jullundur,India,31.326015000,75.576183000,3,1900,77000
Jammu,,India,32.735690000,74.869110000,1,1900,35000
Jamnagar,,India,22.472920000,70.066730000,1,1900,53000
Japalpur,Jubbulpore,India,23.166700000,79.950000000,1,1900,89000
Jatinegara,Meester Cornelis,Indonesia,-6.230702000,106.882743000,1,1900,33000
Jaunpur,,India,25.755060000,82.683610000,1,1900,42000
Jelgava,Mitau,Latvia,56.648333000,23.713889000,2,1900,35000
Jerusalem,,Israel,31.769040000,35.216330000,1,1900,56000
Jhansi,,India,25.454460000,78.582210000,1,1900,55000
Jilin,Kirin,China,43.896536000,125.325990000,3,1900,75000
Jinan,Tsinan,China,36.650997000,117.120497000,1,1900,135000
Jingdezhen,Kingtehchen,China,29.268836000,117.178420000,2,1900,40000
Jingmen,Shasi/Jingzhou,China,31.043600000,112.200800000,3,1900,80000
Jiujiang,"Kiukiang, Kew Keang",China,29.705078000,115.987222000,1,1900,36000
Jodhpur,,India,26.268410000,73.005940000,1,1900,60000
Johannesburg,,South Africa,-26.202270000,28.043630000,1,1900,173000
Kabul,,Afghanistan,34.528130000,69.172330000,1,1900,70000
Kaesong,Songdo,Dem. People's Republic of Korea,37.970830000,126.554440000,1,1900,30000
Kagoshima,,Japan,31.596600000,130.557183000,1,1900,55000
Kahramanmaras,Marash,Turkey,37.583300000,36.933300000,3,1900,52000
Kaifeng,"Bienliang, Pienliang",China,34.798600000,114.307420000,1,1900,150000
Kaiserslautern,,Germany,49.443000000,7.771610000,1,1900,48000
Kakinada,Kokanada,India,16.930000000,82.330000000,3,1900,47000
Kaluga,,Russian Federation,54.529300000,36.275420000,1,1900,50000
Kamianets-Podilskyi,Kamenets,Ukraine,48.683333000,26.583333000,2,1900,39000
Kanazawa,,Japan,36.561325000,136.656206000,1,1900,87000
Kanchipuram,"Conjeeveram, Kanchi, K?ci-pura, Conjevaram",India,12.834173000,79.703640000,1,1900,45000
Kandahar,Qandahar,Afghanistan,31.613320000,65.710130000,1,1900,31000
Kangding,Tatsienlu,China,30.055278000,101.964722000,1,1900,35000
Kano,,Nigeria,12.000120000,8.516720000,1,1900,40000
Kanpur,Cawnpore,India,26.447800000,80.346270000,1,1900,197000
Kansas City,Missouri,United States of America,39.114170000,-94.627460000,1,1900,215000
Karachi,,Pakistan,24.905600000,67.082200000,1,1900,114000
Karbala,Kerbela,Iraq,32.614300000,44.024830000,1,1900,65000
Karlsruhe,,Germany,49.004720000,8.385830000,1,1900,97000
Kashan,,Iran,33.983080000,51.436440000,1,1900,35000
Kashi,Kashgar,China,39.470400000,75.989756000,1,1900,33000
Kathmandu,Katmandu,Nepal,27.700000000,85.333333000,1,1900,40000
Kaunas,Kovno,Lithuania,54.898535000,23.903563000,1,1900,69000
Kayseri,"Caesarea, Mazaca",Turkey,38.732220000,35.485280000,2,1900,60000
Kazan,,Russian Federation,55.790278000,49.134722000,2,1900,143000
Kecskemet,,Hungary,46.906180000,19.691280000,1,1900,57000
Kerman,,Iran,30.283210000,57.078790000,1,1900,49000
Kermanshah,,Iran,34.314170000,47.065000000,1,1900,40000
Kharkov,Kharkiv,Ukraine,49.993500000,36.230384000,1,1900,197000
Kherson,Cherson,Ukraine,46.635417000,32.616867000,1,1900,73000
Khujand,Khojent,Tajikistan,40.283333000,69.633333000,2,1900,31000
Khvoy,"Khoy, Khoi",Iran,38.552500000,44.952222000,2,1900,35000
Kiel,,Germany,54.321330000,10.134890000,1,1900,117000
Kiev,,Ukraine,50.454660000,30.523800000,1,1900,300000
Kilmarnock,,United Kingdom,55.611710000,-4.495810000,1,1900,33000
Kingston,,Jamaica,17.992731000,-76.800000000,1,1900,46000
Kirkcaldy,,United Kingdom,56.109820000,-3.161490000,1,1900,33000
Kirovohrad, Elizavetgrad,Ukraine,48.507933000,32.262317000,2,1900,66000
Kiskunfelegyhaza,Kiskunflegyhza ,Hungary,46.712130000,19.844580000,1,1900,33000
Knoxville,Tennesse,United States of America,35.972778000,-83.997690000,1,1900,36000
Kobe,Hyogo,Japan,34.691269000,135.183072000,1,1900,242000
Koblenz am Rhein,Coblenz,Germany,50.360025000,7.589907000,1,1900,48000
Kochi,,Japan,33.558803000,133.531167000,2,1900,36000
Kofu,,Japan,35.655625000,138.567574000,1,1900,38000
Kohat,,Pakistan,33.581960000,71.449290000,1,1900,30000
Kokand,Khokand,Uzbekistan,40.533261000,70.932342000,1,1900,86000
Kolar,,India,13.136710000,78.129170000,1,1900,35000
Kolhapur,,India,16.695630000,74.231670000,1,1900,51000
Kolomyia,Kolomea,Ukraine,48.530556000,25.040278000,1,1900,34000
Konigsberg,"Kaliningrad, Knigsberg ",Germany,54.716667000,20.516667000,2,1900,189000
Kortrijk,Courtrai,Belgium,50.830530000,3.264464000,1,1900,33000
Kosice,"Koice, Kassa",Slovakia,48.721005000,21.257800000,1,1900,35000
Kostroma,,Russian Federation,57.766470000,40.926860000,1,1900,41000
Kota,Kotah,India,25.180000000,75.830000000,3,1900,34000
Krakow,Cracow,Poland,50.061430000,19.936580000,1,1900,108000
Krasnodar,Ekaterinodar,Russian Federation,45.006247000,38.960626000,1,1900,70000
Krasnoyarsk,,Russian Federation,56.018390000,92.867170000,1,1900,33000
Krefeld,,Germany,51.339210000,6.586150000,1,1900,109000
Kremenchuk,Kremenchug,Ukraine,49.065783000,33.410033000,1,1900,65000
Kuala Lumpur,,Malaysia,3.141200000,101.686530000,1,1900,47000
Kudus,Kudus Regency,Indonesia,-6.804800000,110.840500000,2,1900,31000
Kukukhoto,"Kweihwa, Kweisui, Huhehot",China,40.842585000,111.749181000,2,1900,50000
Kumamoto,,Japan,32.789830000,130.741574000,1,1900,59000
Kumbakonam,,India,10.962090000,79.391240000,1,1900,59000
Kunming,Yunnanfu,China,25.038890000,102.718330000,1,1900,46000
Kure,,Japan,34.233330000,132.566670000,1,1900,60000
Kursk,,Russian Federation,51.737330000,36.187350000,1,1900,58000
Kutaisi,Kutais,Georgia,42.250000000,42.700000000,1,1900,36000
La Chaux de Fonds,,Switzerland,47.097872000,6.821634000,1,1900,35000
La Paz,,Bolivia,-16.500000000,-68.150000000,1,1900,54000
La Plata,,Argentina,-34.921450000,-57.954530000,1,1900,58000
La Spezia,Spezia,Italy,44.102450000,9.824083000,3,1900,38000
Lagos,,Nigeria,6.524379000,3.379206000,1,1900,38000
Lahore,,Pakistan,31.549720000,74.343610000,1,1900,200000
Lamphun,"Haripunjai, Lampun ",Thailand,18.574461000,99.008722000,1,1900,12000
Lancaster,,United Kingdom,54.066670000,-2.833330000,1,1900,39000
Lancaster,Pennsylvania,United States of America,40.039722000,-76.304444000,3,1900,41000
Landsberg am Lech,Landsberg,Germany,48.047778000,10.898889000,1,1900,33000
Lanzhou,Lanchow,China,36.061089000,103.834304000,1,1900,110000
Las Palmas,,Spain,28.150000000,-15.416667000,3,1900,44000
Lausanne,,Switzerland,46.516000000,6.632820000,1,1900,46000
Lawrence,Kansas,United States of America,38.971700000,-95.235300000,3,1900,71000
Le Havre,,France,49.494369000,0.107931000,1,1900,150000
Le Mans,,France,48.006110000,0.199556000,1,1900,63000
Leeds,,United Kingdom,53.796480000,-1.547850000,1,1900,436000
Leghorn,Livorno,Italy,43.550000000,10.310579000,2,1900,78000
Legnica,Leignitz,Poland,51.208333000,16.160278000,2,1900,55000
Leicester,,United Kingdom,52.638600000,-1.131690000,1,1900,207000
Leiden,Leyden,Netherlands,52.158330000,4.493060000,1,1900,54000
Leipzig,,Germany,51.339620000,12.371290000,1,1900,532000
Leon,Lon ,Mexico,21.129200000,-101.672675000,1,1900,63000
Leon,,Spain,42.605556000,-5.570000000,1,1900,55000
Leshan,Kiating,China,29.552106000,103.765568000,3,1900,35000
Lewiston,Maine,United States of America,44.097500000,-70.192500000,3,1900,36000
Lexington,Kentucky,United States of America,38.040584000,-84.503716000,1,1900,35000
Lhasa,,China,29.645563000,91.140749000,1,1900,35000
Liaoyang,,China,41.266667000,123.183333000,1,1900,39000
Liberec,Reichenberg,Czech Republic,50.716667000,15.066667000,3,1900,34000
Liege, Lige ,Belgium,50.633730000,5.567490000,1,1900,295000
Liepaja,Libau,Latvia,56.505634000,21.011906000,1,1900,67000
Lille,,France,50.628442000,3.054975000,1,1900,289000
Lima,Rimac,Peru,-12.043180000,-77.028240000,1,1900,122000
Limerick,,Ireland,52.665300000,-8.630497000,1,1900,38000
Limoges,,France,45.831530000,1.257800000,1,1900,84000
Lincoln,,United Kingdom,53.230689000,-0.540583000,1,1900,48000
Lincoln,Nebraska,United States of America,40.825763000,-96.685198000,3,1900,40000
Linqing,Linching,China,36.849444000,115.706111000,3,1900,48000
Linz,,Austria,48.306390000,14.286110000,1,1900,58000
Lisbon,,Portugal,38.716670000,-9.133330000,1,1900,363000
Little Rock,,United States of America,34.746480000,-92.289590000,1,1900,42000
Liverpool,,United Kingdom,53.408372000,-2.991572000,1,1900,940000
Ljubljana,Laibach,Slovenia,46.056456000,14.508064000,1,1900,36000
Lodz,,Poland,51.750000000,19.466670000,1,1900,351000
London,,United Kingdom,51.511214000,-0.119825000,1,1900,6480000
London,,Canada,42.983390000,-81.233040000,1,1900,40000
Londonderry,New Hampshire,United States of America,42.865090000,-71.373950000,3,1900,38000
Lorca,,Spain,37.671190000,-1.701700000,1,1900,66000
Lorient,,France,47.750000000,-3.366670000,1,1900,42000
Los Angeles,California,United States of America,34.052234000,-118.243685000,1,1900,107000
Louisville,Kentucky,United States of America,38.252563000,-85.758367000,1,1900,236000
Louveigne,"Louvain, Louveign ",Belgium,50.877572000,4.704328000,2,1900,42000
Lowell,Massachusetts,United States of America,42.633425000,-71.316172000,1,1900,94000
Lubeck,Lbeck ,Germany,53.865886000,10.687097000,1,1900,82000
Lublin,,Poland,51.250000000,22.566670000,1,1900,57000
Lucca,,Italy,43.843570000,10.505850000,1,1900,43000
Lucknow,,India,26.839280000,80.923130000,1,1900,265000
Ludhiana,,India,30.900150000,75.852290000,1,1900,48000
Ludwigshafen,,Germany,49.477410000,8.445180000,1,1900,61000
Luoyang,Honan,China,34.669722000,112.442222000,2,1900,30000
Luton,,United Kingdom,51.879670000,-0.417480000,1,1900,36000
Lvov,"Lwow, Lemberg",Poland,49.839683000,24.029717000,1,1900,159000
Lyon,,France,45.748460000,4.846710000,1,1900,508000
Maastricht,,Netherlands,50.848330000,5.688890000,1,1900,34000
Macao,,China,22.166700000,113.550000000,1,1900,63000
Macclesfield,,United Kingdom,53.258663000,-2.119287000,1,1900,34000
Maceio,Macei ,Brazil,-9.665830000,-35.735280000,1,1900,36000
Madras,,India,13.087840000,80.278470000,1,1900,505000
Madrid,,Spain,40.416775000,-3.703789000,1,1900,539000
Madurai,,India,9.917350000,78.119620000,1,1900,104000
Maebashi,,Japan,36.389482000,139.063428000,1,1900,33000
Magdeburg,,Germany,52.130808000,11.628878000,1,1900,229000
Maidstone,,United Kingdom,51.266670000,0.516670000,1,1900,33000
Mako,,Hungary,46.216670000,20.483330000,1,1900,33000
Malaga,,Spain,36.721261000,-4.421267000,1,1900,117000
Malatya,,Turkey,38.350180000,38.316670000,1,1900,30000
Malmo,Malm ,Sweden,55.604981000,13.003822000,1,1900,60000
Manaus,,Brazil,-3.101940000,-60.025000000,1,1900,65000
Manchester,,United Kingdom,53.480950000,-2.237430000,1,1900,1435000
Mandalay,,Myanmar,21.974730000,96.083590000,1,1900,184000
Mangalore,,India,12.917230000,74.856030000,1,1900,43000
Manila,,Philippines,14.580000000,121.000000000,1,1900,190000
Manisa,,Turkey,38.612020000,27.426460000,1,1900,35000
Mannheim,,Germany,49.496710000,8.479550000,1,1900,203000
Mansoura,Mansura,Egypt,31.040948000,31.378470000,3,1900,37000
Maracaibo,,Venezuela,10.631670000,-71.640560000,1,1900,45000
Marghilon,"Margilan, Marghelan",Uzbekistan,40.471119000,71.718361000,2,1900,42000
Mariupol,Zhdanov,Ukraine,47.095140000,37.541310000,1,1900,52000
Marrakech,Marrakesh,Morocco,31.634160000,-7.999940000,1,1900,120000
Marseille,,France,43.296950000,5.381070000,1,1900,410000
Mashhad,Meshhed,Iran,36.300000000,59.600000000,1,1900,70000
Masulipatam,,India,16.184380000,81.134933000,1,1900,39000
Matanzas,,Cuba,23.041110000,-81.577500000,1,1900,36000
Mathura,Muttra,India,27.492500000,77.673611000,3,1900,60000
Matsue,,Japan,35.468059000,133.048375000,1,1900,34000
Matsumae,"Fukuyama, Matsmaye (Hokkaido)",Japan,41.433333000,140.116667000,3,1900,35000
Matsuyama,,Japan,33.839157000,132.765575000,1,1900,36000
Mawlamyine,Moulmein,Myanmar,16.484591000,97.625931000,1,1900,57000
Maykop,Maikop,Russian Federation,44.600000000,40.083330000,1,1900,34000
Mecca,,Saudi Arabia,21.426670000,39.826110000,1,1900,60000
Mechelen,,Belgium,51.025740000,4.477620000,1,1900,56000
Meckenbeuren,Schwerin,Germany,53.629370000,11.413160000,1,1900,38000
Medellin,Medelln,Colombia,6.251840000,-75.563590000,1,1900,52000
Medina,Madinah ,Saudi Arabia,24.460900000,39.620189000,1,1900,27500
Meerut,,India,28.971550000,77.719340000,1,1900,118000
Meihsien,,China,24.297687000,116.107241000,3,1900,60000
Meknes,"Takrart, Mequinez, Miknas, Mekns ",Morocco,33.893520000,-5.547270000,1,1900,50000
Melbourne,,Australia,-37.814000000,144.963320000,1,1900,485000
Memphis,,United States of America,35.149703000,-90.048529000,1,1900,102000
Mendoza,,Argentina,-32.890840000,-68.827170000,1,1900,30000
Mengo,hill/area in Kampala,Uganda,0.346667000,32.605556000,3,1900,30000
Merida,Tiho,Mexico,20.979719000,-89.615789000,1,1900,43000
Messina,,Italy,38.193270000,15.549690000,1,1900,93000
Metz,,France,49.119110000,6.172690000,1,1900,58000
Mexico City,Tenochtitlan,Mexico,19.428470000,-99.127660000,1,1900,368000
Mhow,Dr Ambedkar Nagar,India,22.552437000,75.756527000,3,1900,35000
Michurinsk,Kozlov,Russian Federation,52.883333000,40.483333000,2,1900,41000
Middlesbrough,,United Kingdom,54.576230000,-1.234830000,1,1900,89000
Midnapore,Midnapur,India,22.420870000,87.326088000,2,1900,33000
Milan,,Italy,45.465453000,9.198786000,1,1900,491000
Milwaukee,Wisconsin,United States of America,43.038900000,-87.906470000,1,1900,285000
Minneapolis,Minnesota,United States of America,39.121940000,-93.265011000,1,1900,366000
Minsk,,Belarus,53.900000000,27.566670000,1,1900,94000
Mirzapur,,India,24.102870000,82.564433000,3,1900,80000
Miskolc,Miskole,Hungary,48.104167000,20.791667000,1,1900,40000
Mobile,Alabama,United States of America,30.694360000,-88.043050000,1,1900,40000
Modakeke,,Nigeria,7.383330000,4.266670000,3,1900,50000
Mogilev,,Belarus,53.899999000,30.333328000,1,1900,47000
Monastir,,Turkey,41.038155000,21.343003000,3,1900,45000
Montauban,,France,44.016670000,1.350000000,1,1900,30000
Monterrey,Monterey,Mexico,25.666700000,-100.300000000,1,1900,62000
Montevideo,,Uraguay,-34.817311000,-56.158866000,1,1900,268000
Montlucon,Montluon ,France,46.333330000,2.600000000,2,1900,32000
Montpellier,,France,43.610920000,3.877230000,1,1900,75000
Montreal,Montral,Canada,45.508840000,-73.587810000,1,1900,325000
Monza,,Italy,45.582480000,9.274850000,1,1900,33000
Moradabad,,India,28.838930000,78.776840000,1,1900,74000
Morelia,,Mexico,19.768333000,-101.189444000,2,1900,37000
Morioka,,Japan,39.702053000,141.154484000,1,1900,33000
Moscow,,Russian Federation,55.752220000,37.615560000,1,1900,1120000
Mosul,Ak Mawsil,Iraq,36.335000000,43.118890000,1,1900,60000
Motherwell,,United Kingdom,55.789240000,-3.991870000,1,1900,82000
Muhlhausen,,Germany,51.208960000,10.452750000,1,1900,33000
Mulhausen,,France,47.750839000,7.335888000,1,1900,89000
Multan,,Pakistan,30.195560000,71.475280000,1,1900,87000
Mumbai,Bombay,India,19.072830000,72.882610000,1,1900,780000
Munger,"Mudgagiri, Monghyr",India,25.372620000,86.490321000,1,1900,37000
Munich,,Germany,48.136739000,11.576756000,1,1900,499000
Munster,Mnster ,Germany,51.966700000,7.633300000,3,1900,63000
Murcia,,Spain,37.987040000,-1.130040000,1,1900,74000
Muscat,,Oman,23.613870000,58.592200000,1,1900,40000
Muzaffarpur,Mizaffarpur,India,26.120888000,85.364720000,1,1900,46000
Mykolayiv,"Nikolayev, Nikolayev",Ukraine,46.975033000,31.994583000,3,1900,95000
Mysore,,India,12.297910000,76.639250000,1,1900,68000
Nagano,,Japan,36.651299000,138.180956000,1,1900,36000
Nagapattinam,"Negapatam, Choromandel",India,10.768802000,79.839427000,3,1900,57000
Nagasaki,,Japan,32.752558000,129.878192000,1,1900,115000
Nagoya,,Japan,35.181447000,136.906397000,1,1900,260000
Nagpur,,India,21.150000000,79.100000000,2,1900,126000
Nam Dinh,,Vietnam,20.420000000,106.168333000,1,1900,33000
Namangan,,Uzbekistan,40.998300000,71.672570000,1,1900,64000
Namur,,Belgium,50.466900000,4.867460000,1,1900,32000
Nanchang,,China,28.683330000,115.883330000,1,1900,150000
Nancy,,France,48.684390000,6.184960000,1,1900,87000
Nanhai,"Foshan, Fatshan",China,23.016667000,113.116667000,1,1900,200000
Nanjing,Nanking,China,32.050000000,118.766667000,1,1900,270000
Nanning,,China,22.816670000,108.316670000,1,1900,40000
Nantes,,France,47.217250000,-1.553360000,1,1900,151000
Naples,,Italy,40.851775000,14.268122000,1,1900,563000
Nashville,Tennessee,United States of America,36.166667000,-86.783333000,1,1900,80000
Nellore,,India,14.453630000,79.986740000,1,1900,31000
New Bedford,Massachusetts,United States of America,41.636220000,-70.934200000,1,1900,66000
New Haven,Connecticut,United States of America,41.308274000,-72.927884000,1,1900,113000
New Orleans,Louisiana,United States of America,29.954650000,-90.075070000,1,1900,291000
New York,New York,United States of America,40.714353000,-74.005972000,1,1900,4242000
Newburgh,New York,United States of America,41.519722000,-74.021389000,2,1900,30000
Newcastle,,Australia,-32.927150000,151.776470000,1,1900,54000
Newcastle upon Tyne,,United Kingdom,54.978253000,-1.617781000,2,1900,615000
Newport,,Wales,51.582336000,-2.969647000,1,1900,66000
Nezhyn,Nezhin,Ukraine,51.038056000,31.886111000,1,1900,32000
Nice,,France,43.703130000,7.266080000,1,1900,103000
Niigata,,Japan,37.902552000,139.023095000,1,1900,55000
Nijmegen,Nimeguen,Netherlands,51.812563000,5.837233000,1,1900,44000
Nimes,Nmes ,France,43.833330000,4.350000000,1,1900,72000
Ningbo,"Yinhsien, Ningpo",China,29.866667000,121.550000000,2,1900,257000
Nizhniy Novgorod,"Nishny Novgorod, Gorkiy",Russian Federation,56.326900000,44.007500000,1,1900,91000
Nizhniy Tagil,Nizhny-Tagil,Russian Federation,57.916667000,59.966667000,1,1900,30000
Norfolk,Virginia,United States of America,36.846810000,-76.285220000,1,1900,51000
Norrkoping,Norrkping ,Sweden,58.594190000,16.182600000,1,1900,41000
Northampton,,United Kingdom,52.150592000,-0.896028000,2,1900,85000
Norwich,,United Kingdom,52.627830000,1.298340000,1,1900,110000
Nottingham,,United Kingdom,52.953600000,-1.150470000,1,1900,237000
Novocherkassk,Novocherkask,Russian Federation,47.416667000,40.083333000,1,1900,52000
Nurnberg,"Nrnberg, Nuremberg",Germany,49.452031000,11.076750000,1,1900,261000
Nyiregyhaza,Nyregyhza ,Hungary,47.955390000,21.716710000,1,1900,31000
Oaxaca,,Mexico,17.071080000,-96.719140000,1,1900,35000
Odense,,Denmark,55.395940000,10.388310000,1,1900,39000
Odessa,Odesa,Russian Federation,46.477470000,30.732620000,1,1900,449000
Ogbomosho,,Nigeria,8.133333000,4.250000000,1,1900,75000
Okayama,,Japan,34.661753000,133.916667000,1,1900,67000
Omaha,Nebraska,United States of America,41.252363000,-95.997988000,1,1900,154000
Omdurman,,Sudan,15.644530000,32.477730000,1,1900,55000
Omsk,,Russian Federation,54.992440000,73.368590000,3,1900,53000
Opole,Oppeln,Poland,50.675107000,17.921298000,2,1900,30000
Oporto,Porto,Portugal,41.167972000,-8.627064000,1,1900,175000
Oradea,Nagyvarad,Romania,47.072222000,21.921111000,1,1900,47000
Oran,,Algeria,35.691110000,-0.641670000,1,1900,87000
Orel,,Russian Federation,52.965080000,36.078500000,1,1900,70000
Orenburg,Chkalov,Russian Federation,51.772700000,55.098800000,1,1900,65000
Orleans,Orlans,France,47.902964000,1.909250000,1,1900,57000
Osaka,,Japan,34.693216000,135.502082000,1,1900,970000
Osh,,Kyrgyzstan,40.515060000,72.808260000,1,1900,37000
Oshogbo,,Nigeria,7.765845000,4.561471000,1,1900,50000
Oslo,Christiania,Norway,59.913869000,10.752245000,1,1900,227000
Osnabruck,Osnabrck ,Germany,52.272640000,8.049800000,1,1900,51000
Ostend,Oostende,Belgium,51.216667000,2.900000000,1,1900,39000
Ostrava,Ostrau,Czech Republic,49.835556000,18.292500000,1,1900,30000
Otaru,,Japan,43.189440000,141.002220000,1,1900,65000
Otsu,,Japan,35.017893000,135.854607000,1,1900,34000
Ottawa,,Canada,45.411170000,-75.698120000,1,1900,73000
Oxford,,United Kingdom,51.752021000,-1.257726000,1,1900,48000
Oyo,Katunga,Nigeria,7.850000000,3.933330000,1,1900,45000
Pachuca,,Mexico,20.097613000,-98.709579000,1,1900,37000
Padang,Pandang,Indonesia,-0.949240000,100.354270000,2,1900,40000
Padua,,Italy,45.406436000,11.876761000,1,1900,50000
Paisley,,United Kingdom,55.831730000,-4.432540000,1,1900,77000
Palembang,,Indonesia,-2.916730000,104.745800000,1,1900,53000
Palermo,,Italy,38.115689000,13.361267000,1,1900,255000
Palghat,Palakkad,India,10.786730000,76.654793000,1,1900,43000
Palma,,Spain,39.569390000,2.650240000,1,1900,63000
Paramaribo,,Suriname,5.866380000,-55.166820000,1,1900,31000
Parana,Paran ,Argentina,-31.731970000,-60.523800000,1,1900,42000
Paris,,France,48.856614000,2.352222000,1,1900,3330000
Parma,,Italy,44.802660000,10.328980000,1,1900,49000
Patan,Anhilvada,India,23.850700000,72.129630000,1,1900,31000
Patan,,Nepal,27.666667000,85.316667000,1,1900,30000
Paterson,New Jersey,United States of America,40.916770000,-74.171810000,1,1900,105000
Patiala,,India,30.327150000,76.402660000,1,1900,53000
Patras,,Greece,38.246640000,21.734574000,1,1900,37000
Pau,,France,43.300000000,0.370000000,2,1900,30000
Pecs,Pcs ,Hungary,46.083330000,18.233330000,1,1900,42000
Pekalongan,,Indonesia,-6.888600000,109.675300000,1,1900,38000
Penang Serai,,Malaysia,5.263234000,100.484623000,3,1900,80000
Penglai,Tengchow,China,37.808611100,120.750833300,2,1900,40000
Penza,,Russian Federation,53.200660000,45.004640000,3,1900,65000
Perm,,Russian Federation,58.013889000,56.248889000,1,1900,45000
Perth,,United Kingdom,56.394994000,-3.430839000,1,1900,33000
Peshawar,"Purusapura, Pushkalavati",Pakistan,34.008000000,71.578490000,1,1900,96000
Peterborough,,United Kingdom,52.583333000,-0.250000000,2,1900,30000
Petrovaradin,Peterwardein,Serbia,45.250000000,19.866667000,1,1900,34000
Pforzheim,,Germany,48.884360000,8.698920000,1,1900,43000
Philadelphia,Pennsylvania,United States of America,39.950000000,-75.166700000,1,1900,1418000
Phnom Penh,,Cambodia,11.562450000,104.916010000,1,1900,42000
Piacenza,Fiacenza,Italy,45.046760000,9.699370000,1,1900,35000
Pilibhit,,India,28.630980000,79.803380000,1,1900,33000
Piotrkow,,Poland,51.405172000,19.703024000,3,1900,32000
Pirmasens,,Germany,49.201450000,7.605290000,1,1900,30000
Pittsburgh,Pennsylvania,United States of America,40.440620000,-79.995890000,1,1900,562000
Ploiesti,Ploesti,Romania,44.940000000,26.030000000,1,1900,42000
Plovdiv,Philippopolis,Bulgaria,42.150000000,24.750000000,1,1900,42000
Plymouth,,United Kingdom,50.375456000,-4.143050000,1,1900,179000
Plzen,Pilsen,Czech Republic,49.738425000,13.373620000,3,1900,68000
Pochow,,China,33.877222200,115.770277800,3,1900,60000
Poitiers,,France,46.583330000,0.333330000,1,1900,31000
Poltava,,Ukraine,49.593730000,34.540730000,1,1900,59000
Pondicherry,,India,11.913860000,79.814472000,1,1900,47000
Port Louis,,Mauritius,-20.161940000,57.504104000,1,1900,52000
Port Said,,Egypt,31.256540000,32.284120000,1,1900,44000
Port-au-Prince,,Haiti,18.539170000,-72.335000000,1,1900,61000
Port-of-Spain,,Trinidad and Tobago,10.661702000,-61.519442000,1,1900,54000
Portland,Maine,United States of America,43.661471000,-70.255320000,1,1900,56000
Portland,Oregon,United States of America,45.523062000,-122.676482000,1,1900,90000
Porto Alegre,Prto Alegre,Brazil,-30.033060000,-51.230000000,1,1900,73000
Portsmouth,,United Kingdom,50.816661000,-1.083383000,1,1900,212000
Potsdam,,Germany,52.398860000,13.065660000,1,1900,59000
Poznan,Posen,Poland,52.406920000,16.929930000,1,1900,117000
Prague,,Austria,50.088040000,14.420760000,1,1900,474000
Preston,,United Kingdom,53.766670000,-2.716670000,1,1900,120000
Prizren,Frizren,Serbia,42.213890000,20.739720000,1,1900,30000
Providence,Rhode Island,United States of America,41.823989000,-71.412833000,1,1900,248000
Przemysl,,Poland,49.784980000,22.767280000,1,1900,46000
Pskov,,Russian Federation,57.813600000,28.349600000,1,1900,30000
Puebla, Puebla de Zaragoza,Mexico,19.051400000,-98.217800000,1,1900,98000
Pula,Pola,Croatia,44.866667000,13.850000000,2,1900,45000
Pune,Poona,India,18.520430000,73.856744000,1,1900,154000
Puri,Jagganath,India,19.810556000,85.831389000,2,1900,46000
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.033850000,125.754320000,1,1900,30000
Qazvin,Kazvin,Iran,36.268770000,50.004100000,1,1900,50000
Qiqihar,Tsitsihar,China,47.354348000,123.918186000,1,1900,30000
Quebec,,Canada,46.812280000,-71.214540000,1,1900,76000
Quito,,Ecuador,-0.229850000,-78.524950000,1,1900,50000
Rabat,,Morocco,34.013250000,-6.832550000,1,1900,40000
Radom,,Poland,51.402530000,21.147140000,1,1900,31000
Raipur,,India,21.140000000,81.380000000,2,1900,32000
Rajahmundry,,India,17.005170000,81.777840000,1,1900,35000
Rajkot,,India,22.291610000,70.793220000,1,1900,35000
Rampur,,India,28.789304000,79.024952000,1,1900,78000
